step,deepseek1.5b_sync_8gpu_lr3e-6-critic/returns/mean_step,deepseek1.5b_sync_8gpu_clip0.1_lr1e-5-critic/returns/mean_step,deepseek1.5b_fa_partial_8gpu_cosine_lr1e-5-critic/returns/mean_step,deepseek1.5b_sync_8gpu_cosine_lr1e-5-critic/returns/mean_step,deepseek1.5b_fa_partial_8gpu_lr5e-6-critic/returns/mean_step,deepseek1.5b_sync_8gpu_lr5e-6-critic/returns/mean_step,deepseek1.5b_fa_partial_8gpu_ent0.01_lr1e-5-critic/returns/mean_step,deepseek1.5b_sync_8gpu_ent0.01_lr1e-5-critic/returns/mean_step,deepseek1.5b_fa_partial_lr1e-6-critic/returns/mean_step,deepseek1.5b_fa_partial_lr1e-5-critic/returns/mean_step,deepseek1.5b_sync_lr1e-5-critic/returns/mean_step,deepseek1.5b_sync_lr1e-6-critic/returns/mean_step
233,-0.04455050081014633,-0.0015479362336918712,-0.05849337577819824,-0.06113993376493454,-0.03214554861187935,-0.04640964791178703,-0.0012537509901449084,-0.003789860289543867,-0.04502023383975029,-0.06549198180437088,-0.04039600491523743,-0.14759300649166107
234,-0.05889191851019859,-0.00947606097906828,-0.12062063813209534,-0.057811420410871506,-0.03604317083954811,-0.05292832106351853,0,-0.002324797911569476,-0.04375860095024109,-0.018004046753048897,-0.04719875007867813,-0.16618727147579193
235,-0.06866085529327393,-0.003653129329904914,-0.03262797370553017,-0.06495113670825958,-0.03259319067001343,-0.06045078858733177,0,-0.0017019326332956553,-0.05027518048882485,-0.038735922425985336,-0.03242124244570732,-0.1889427900314331
236,-0.08026739209890366,-0.0002360908838454634,-0.02774654701352119,-0.06133735924959183,-0.044597331434488297,-0.04054375737905502,-0.00038247075281105936,-0.004704016726464033,-0.053242892026901245,-0.04849419370293617,-0.035141050815582275,-0.1004175916314125
237,-0.08066534996032715,-0.003019684460014105,-0.003501656698063016,-0.06935735791921616,-0.03654209151864052,-0.03238968551158905,-0.0005923996795900166,-0.0004363934276625514,-0.05143873021006584,-0.04641887918114662,-0.050782460719347,-0.1391342729330063
238,-0.0852167159318924,-0.005546815227717161,-0.03565709665417671,-0.06687913089990616,-0.04773861542344093,-0.036468859761953354,-0.003749379888176918,0,-0.0609404556453228,-0.06421951949596405,-0.03804459050297737,-0.1508665382862091
239,-0.08042627573013306,-0.006821018643677235,-0.03060503490269184,-0.07544317096471786,-0.04235495254397392,-0.04699370265007019,-0.007280297111719847,-0.0013834619894623756,-0.05110832676291466,-0.04337841644883156,-0.050533391535282135,-0.15888433158397677
240,-0.04651227965950966,-0.008709213696420193,-0.09039607644081116,-0.06262326240539551,-0.042437970638275146,-0.05285782739520073,-0.00950817484408617,-0.01264611165970564,-0.0603962168097496,-0.04524888098239899,-0.05527201667428017,-0.1209251806139946
241,-0.07079406082630157,-0.004673687741160393,-0.042760081589221954,-0.05629740282893181,-0.050882790237665176,-0.04486136510968208,-0.009184452705085278,0,-0.05395850911736488,-0.06702402234077454,-0.04276901856064797,-0.123832605779171
242,-0.04706710577011109,-0.01460739318281412,-0.07374770194292068,-0.08065249025821686,-0.051620129495859146,-0.041710615158081055,-0.0037968726828694344,0,-0.05840115621685982,-0.07249532639980316,-0.030721478164196014,-0.1491421014070511
243,-0.0476711131632328,-0.006125188432633877,-0.03178342431783676,-0.08831120282411575,-0.035782188177108765,-0.05445276200771332,-0.0006613090517930686,-2.64515674643917e-05,-0.0544770285487175,-0.03201594948768616,-0.032532110810279846,-0.1977814882993698
244,-0.053319331258535385,-0.004960045684129,-0.05935966223478317,-0.09351468086242676,-0.04011109098792076,-0.031555648893117905,0,-0.002956385724246502,-0.04967621713876724,-0.07141663879156113,-0.03294598311185837,-0.14989452064037323
245,-0.06708897650241852,-0.01111680082976818,-0.048675086349248886,-0.08166419714689255,-0.03615347295999527,-0.0521308034658432,0,-0.003750478383153677,-0.06056851148605347,-0.04805509001016617,-0.03509657829999924,-0.1541331708431244
246,-0.03564063832163811,-0.0073472000658512115,-0.04921961575746536,-0.0604693628847599,-0.02984343282878399,-0.03350766748189926,0,-0.0034714373759925365,-0.04272809252142906,-0.060577910393476486,-0.03310295566916466,-0.1335533857345581
247,-0.06112578138709068,-0.016428135335445404,-0.10748351365327836,-0.06592428684234619,-0.04740216955542565,-0.03810989111661911,-0.0006100321770645678,-0.00024764411500655115,-0.0677250549197197,-0.0748051181435585,-0.03978021442890167,-0.177652969956398
248,-0.04099896550178528,-0.017972346395254135,-0.05132254585623741,-0.07220784574747086,-0.05005943030118942,-0.03423658013343811,-0.003404028015211225,-0.00034358847187832,-0.05528755113482475,-0.057305119931697845,-0.024145955219864845,-0.15007099509239197
249,-0.06277278065681458,-0.005111332517117262,-0.025066161528229713,-0.06708571314811707,-0.04325686395168304,-0.05454838275909424,-0.004906757269054651,-0.005549184046685696,-0.059612125158309937,-0.055728454142808914,-0.025475412607192993,-0.1531904935836792
250,-0.04595949128270149,-0.020590486004948616,-0.036569129675626755,-0.0631866604089737,-0.042729999870061874,-0.04180639982223511,-0.006672457326203585,-5.28146447322797e-05,-0.048720113933086395,-0.07000518590211868,-0.03177301585674286,-0.14950495958328247
251,-0.0630345344543457,-0.019041134044528008,-0.008427268825471401,-0.05325071141123772,-0.04443074017763138,-0.0391804464161396,-0.007927733473479748,-1.905385943246074e-05,-0.04799461364746094,-0.037149034440517426,-0.03288302943110466,-0.1059252917766571
252,-0.04950956627726555,-0.02286684513092041,-0.02828940749168396,-0.055323295295238495,-0.06448883563280106,-0.03130180016160011,-0.0022540425416082144,-0.004221880808472633,-0.0661136731505394,-0.041338738054037094,-0.0298016220331192,-0.1523277312517166
253,-0.05340412259101868,-0.012483633123338224,-0.10132835805416109,-0.04471589997410774,-0.05440035089850426,-0.0379023551940918,0,0,-0.0674685686826706,-0.05109319090843201,-0.029728297144174576,-0.14363513886928558
254,-0.05882864817976952,-0.01725510135293007,-0.06388182938098907,-0.07631931453943253,-0.03624321892857552,-0.04589163139462471,0,0,-0.05701111629605293,-0.07791599631309509,-0.0538567379117012,-0.15771391987800598
255,-0.0591118261218071,-0.011255180463194849,-0.058687955141067505,-0.061772871762514114,-0.04332612454891205,-0.03823181241750717,0,-0.01044019777327776,-0.05254623666405678,-0.05751775950193405,-0.02200033701956272,-0.14107611775398254
256,-0.05084335431456566,-0.012472724542021751,-0.02795842662453651,-0.06143609061837197,-0.040890708565711975,-0.03687851130962372,0,0,-0.0443643182516098,-0.05090778321027756,-0.029788298532366753,-0.12921051681041718
257,-0.06251733005046844,-0.02666315995156765,-0.05673539638519287,-0.05800590664148331,-0.030447423458099365,-0.04431838169693947,-0.00020951776241417977,-0.010763307102024555,-0.04203594848513603,-0.03769996389746666,-0.03781355917453766,-0.1109216809272766
258,-0.06050637736916542,-0.017478959634900093,-0.053833894431591034,-0.06243361160159111,-0.03210799768567085,-0.03414398804306984,-0.0020263639744371176,-0.00027216176385991275,-0.06988508254289627,-0.0369996577501297,-0.03377474844455719,-0.14865556359291077
259,-0.040415652096271515,-0.020818721503019333,-0.08008546382188797,-0.05809428170323372,-0.04214717447757721,-0.03949851542711258,-0.00879708118736744,0,-0.056359197944402695,-0.06166315823793411,-0.020994922146201137,-0.11599481105804443
260,-0.0591755248606205,-0.01746652089059353,-0.08177903294563293,-0.08033674210309982,-0.04434198886156082,-0.037172552198171616,-0.009625895880162716,-0.0003849063068628311,-0.06990641355514526,-0.04418503865599632,-0.03191370517015457,-0.1850859820842743
261,-0.03865552321076393,-0.00869723130017519,-0.03977757692337036,-0.054330963641405106,-0.040831152349710464,-0.05182664841413498,-0.0027330880984663963,-0.003840547986328602,-0.07092799246311188,-0.022709401324391365,-0.02540566772222519,-0.13347890973091123
262,-0.058539602905511856,-0.012855976819992064,-0.050831448286771774,-0.05999520793557167,-0.03954903036355972,-0.0331900529563427,0,-0.0008833924657665193,-0.07899819314479828,-0.06338097155094147,-0.04953689873218536,-0.13522125780582428
263,-0.06340381503105164,-0.017596576362848282,-0.03830401226878166,-0.0822373554110527,-0.034051842987537384,-0.04405386000871658,0,-8.05002564447932e-05,-0.06103779748082161,-0.05576344579458237,-0.04032377526164055,-0.15803441405296326
264,-0.048712942749261856,-0.01721126027405262,-0.0970032811164856,-0.03791220486164093,-0.05494086444377899,-0.035021208226680756,0,0,-0.07062005251646042,-0.08586057275533676,-0.030720051378011703,-0.1173095628619194
265,-0.06705792248249054,-0.013777232728898524,-0.03882704675197601,-0.03962123766541481,-0.03448772430419922,-0.0488438606262207,0,-0.0010583280818536878,-0.05199430882930755,-0.0502266101539135,-0.021383848041296005,-0.14033395051956177
266,-0.056488893926143646,-0.02831275202333927,-0.06833282113075256,-0.06197108700871467,-0.029274754226207733,-0.03426323086023331,-0.0004655276716221124,-0.005835946649312973,-0.06022007390856743,-0.0426986888051033,-0.0294536966830492,-0.14718516170978546
267,-0.03854386880993843,-0.01834486611187458,-0.07654990255832672,-0.05590847134590149,-0.04831801727414131,-0.044059183448553085,-0.00411903765052557,0,-0.04747166112065315,-0.05276162549853325,-0.024080296978354458,-0.13212911784648895
268,-0.04898577183485031,-0.0280190147459507,-0.07181383669376373,-0.053439557552337646,-0.03813578188419342,-0.0349983312189579,-0.011626651510596275,0,-0.0461605004966259,-0.07409664988517761,-0.03467575088143349,-0.09280504286289216
269,-0.04008862748742104,-0.03712141886353493,-0.06437716633081436,-0.06348332017660141,-0.0294808242470026,-0.02291725017130375,-0.004344715736806393,-0.00017644900071900338,-0.07025587558746338,-0.06681111454963684,-0.04022456705570221,-0.13138456642627716
270,-0.050231654196977615,-0.02996010519564152,-0.06512120366096497,-0.07322713732719421,-0.03306333348155022,-0.02753366343677044,-0.0006963138002902269,-0.00616608327254653,-0.04213458672165871,-0.03774982690811157,-0.03977637737989426,-0.14371760189533234
271,-0.08651289343833923,-0.026414070278406143,-0.07446617633104324,-0.09222100675106049,-0.016881154850125313,-0.04137794300913811,0,-0.0024179858155548573,-0.042612865567207336,-0.05327055603265762,-0.04007402807474136,-0.14909781515598297
272,-0.06797585636377335,-0.02535703405737877,-0.05556811019778251,-0.05847511813044548,-0.05548657849431038,-0.0316854752600193,0,-1.5025784705358092e-05,-0.06323432177305222,-0.06388866901397705,-0.017060937359929085,-0.11517162621021272
273,-0.06733092665672302,-0.03035462275147438,-0.08601921051740646,-0.0609193779528141,-0.032425567507743835,-0.03597601503133774,-7.394651765935123e-05,-0.0013360213488340378,-0.047814927995204926,-0.044186193495988846,-0.02310166321694851,-0.1514544039964676
274,-0.06414207071065903,-0.02951269783079624,-0.06533512473106384,-0.03501027077436447,-0.047757431864738464,-0.032434478402137756,-0.0009979570750147104,-0.004357377998530865,-0.0658123716711998,-0.02965422533452511,-0.019246766343712807,-0.1308852881193161
275,-0.05084049701690674,-0.028063885867595673,-0.09780421108007432,-0.0346967987716198,-0.04181809350848198,-0.05229668691754341,-0.004509365651756525,-9.861549187917262e-06,-0.04521259292960167,-0.06650430709123611,-0.037237800657749176,-0.11796271055936812
276,-0.04250242188572883,-0.041728537529706955,-0.07554271072149277,-0.07634348422288895,-0.04706647619605064,-0.03514427691698074,-0.006869294214993715,-2.953505281766411e-05,-0.06407932192087173,-0.05317919701337814,-0.02851465903222561,-0.16283147037029266
277,-0.056715209037065506,-0.04633329436182976,-0.06754136830568314,-0.055230762809515,-0.03164215385913849,-0.03207198530435562,-0.005252700764685869,-0.00810619443655014,-0.055656809359788895,-0.047082990407943726,-0.026319030672311783,-0.1187516450881958
278,-0.03735112398862839,-0.02938750386238098,-0.07757300138473511,-0.0572541244328022,-0.047619596123695374,-0.026610445231199265,0,0,-0.061765290796756744,-0.05634127929806709,-0.0255349725484848,-0.11389433592557908
279,-0.058126676827669144,-0.03164130821824074,-0.06186847388744354,-0.05185655876994133,-0.04382574185729027,-0.04000026732683182,0,0,-0.06494832783937454,-0.058359574526548386,-0.026507249101996425,-0.14829221367836
280,-0.02935759536921978,-0.029402099549770355,-0.08831159770488739,-0.06616079807281494,-0.024152496829628944,-0.038604773581027985,0,-0.010163475759327412,-0.0469527542591095,-0.08310900628566742,-0.025222204625606537,-0.11162561923265456
281,-0.05102109909057617,-0.02981109917163849,-0.08594220876693726,-0.049646370112895966,-0.044316038489341736,-0.026023946702480316,-8.444661216344684e-05,-4.2738483898574486e-05,-0.05246192589402199,-0.07562866806983948,-0.03459276258945465,-0.1355893462896347
282,-0.04819607734680176,-0.021514371037483215,-0.04654830694198608,-0.06085214018821716,-0.05220165103673935,-0.05292348936200142,-0.00030750379664823413,-1.1472006008261816e-05,-0.07226640731096268,-0.087419293820858,-0.039219483733177185,-0.12531806528568268
283,-0.04086446389555931,-0.024561554193496704,-0.08213221281766891,-0.048893701285123825,-0.04255702719092369,-0.03178945928812027,-0.001545380218885839,-0.0011308119865134358,-0.05923207104206085,-0.04624199494719505,-0.045987263321876526,-0.16488279402256012
284,-0.08143791556358337,-0.025834789499640465,-0.04785991087555885,-0.08087559044361115,-0.04106339439749718,-0.04320117831230163,-0.0075243087485432625,-0.007132334169000387,-0.050564296543598175,-0.05010984465479851,-0.03038008138537407,-0.12292925268411636
285,-0.07879062741994858,-0.020754404366016388,-0.07381950318813324,-0.06069685146212578,-0.03944490849971771,-0.03112683072686195,-0.005845134146511555,-0.0001914240710902959,-0.07606692612171173,-0.06501104682683945,-0.031606223434209824,-0.1798035353422165
286,-0.05235353484749794,-0.022228410467505455,-0.07797231525182724,-0.0478619746863842,-0.05118740722537041,-0.02948526106774807,-0.0008662448963150382,-0.004163727164268494,-0.06754852086305618,-0.08531396090984344,-0.02503831684589386,-0.11680088192224504
287,-0.05833326280117035,-0.02398507483303547,-0.0803644061088562,-0.07488297671079636,-0.0554594062268734,-0.03630586713552475,0,0,-0.06654831767082214,-0.09117618203163148,-0.025597963482141495,-0.12738622725009918
288,-0.04701855033636093,-0.020350543782114983,-0.07080429047346115,-0.05303113162517547,-0.04276303946971893,-0.036826204508543015,0,-1.1120288036181591e-05,-0.05557967349886894,-0.0739554688334465,-0.02974804490804672,-0.1810562163591385
289,-0.05060385912656784,-0.023531610146164898,-0.04425371438264847,-0.05808689072728157,-0.02883147820830345,-0.03459840267896652,0,-0.006198863964527845,-0.05742586404085159,-0.04288871958851814,-0.02355785295367241,-0.1083405539393425
290,-0.03970126062631607,-0.023407405242323875,-0.07856845110654831,-0.05173192173242569,-0.03586389869451523,-0.037908460944890976,-0.002259163884446025,-0.0005819216021336615,-0.054886408150196075,-0.07071925699710846,-0.021594423800706863,-0.14832377433776855
291,-0.044968366622924805,-0.023459458723664284,-0.06498405337333679,-0.06284856051206589,-0.02731340378522873,-0.04219449311494827,-0.004363704472780228,0,-0.05635008215904236,-0.04684872180223465,-0.04421500489115715,-0.1208716332912445
292,-0.061923958361148834,-0.020926056429743767,-0.08200372755527496,-0.08752111345529556,-0.02646859921514988,-0.0358893983066082,-0.013135883025825024,-0.003952971659600735,-0.05738970637321472,-0.07711425423622131,-0.03058718331158161,-0.1429482400417328
293,-0.07077912241220474,-0.024492787197232246,-0.0756714791059494,-0.04527563601732254,-0.041428301483392715,-0.027238385751843452,-0.007433406542986631,0,-0.06026069074869156,-0.06917227059602737,-0.02457265742123127,-0.08951282501220703
294,-0.03807733952999115,-0.02277332730591297,-0.08919130265712738,-0.048630472272634506,-0.045908719301223755,-0.047729916870594025,0,-0.0003886106132995337,-0.04680495709180832,-0.060347720980644226,-0.020428020507097244,-0.0972791537642479
295,-0.04870780184864998,-0.016569335013628006,-0.06917407363653183,-0.08284924179315567,-0.028934534639120105,-0.04862027242779732,0,-0.0010304615134373307,-0.06583727896213531,-0.11427152156829834,-0.016705403104424477,-0.15296363830566406
296,-0.060860417783260345,-0.01723583973944187,-0.05938958004117012,-0.07070180773735046,-0.03239237144589424,-0.03825763985514641,0,-0.0008066631853580475,-0.05875002220273018,-0.04933491721749306,-0.03437718003988266,-0.10549306124448776
297,-0.03908104449510574,-0.01669873483479023,-0.08379550278186798,-0.08233686536550522,-0.03314599022269249,-0.04077264294028282,-0.0025485639926046133,-0.00039686818490736187,-0.05770670250058174,-0.06188814714550972,-0.021029898896813393,-0.1293841004371643
298,-0.03388948738574982,-0.019207745790481567,-0.08753728866577148,-0.047972582280635834,-0.04376324638724327,-0.03851942345499992,-0.01620538718998432,-0.0010242520365864038,-0.05918832868337631,-0.08937808126211166,-0.02239224314689636,-0.12157312780618668
299,-0.04747479781508446,-0.01621755212545395,-0.08263108879327774,-0.0645696222782135,-0.03878111019730568,-0.04489455744624138,-0.012921230867505074,-0.006030615419149399,-0.055297013372182846,-0.08524247258901596,-0.02937299571931362,-0.16186578571796417
300,-0.07052566856145859,-0.015943117439746857,-0.08689691126346588,-0.04731868579983711,-0.03871210664510727,-0.05523905158042908,-0.004433813504874706,-0.003984775859862566,-0.06597179174423218,-0.08392006158828735,-0.029321100562810894,-0.1335410624742508
