step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed1-critic/returns/mean_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed0-critic/returns/mean_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed0-critic/returns/mean_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed0-critic/returns/mean_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed1-critic/returns/mean_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed1-critic/returns/mean_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6-critic/returns/mean_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5-critic/returns/mean_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-critic/returns/mean_step
291,-0.04413411021232605,-0.07111306488513947,-0.05401668697595596,-0.029666602611541748,-0.06449820846319199,-0.04077303782105446,-0.04304283484816551,-0.03567100688815117,-0.03820803761482239
292,-0.05257677286863327,-0.06031617149710655,-0.055299337953329086,-0.04256423935294151,-0.04013410955667496,-0.045314013957977295,-0.03180159255862236,-0.0348823256790638,-0.04222210496664047
293,-0.03256957232952118,-0.06682734936475754,-0.04170895740389824,-0.05384650081396103,-0.06050053611397743,-0.04458683356642723,-0.02772527001798153,-0.02803448773920536,-0.018490612506866455
294,-0.03984414786100387,-0.04485149681568146,-0.029055707156658173,-0.0361645370721817,-0.04006661847233772,-0.06218768283724785,-0.031065143644809723,-0.03302647918462753,-0.032727111130952835
295,-0.030195053666830063,-0.05373353138566017,-0.04281598702073097,-0.034197647124528885,-0.03892655670642853,-0.04281468316912651,-0.030602652579545975,-0.04227650538086891,-0.04117153212428093
296,-0.045435890555381775,-0.04788384959101677,-0.05080393701791763,-0.04127524793148041,-0.042863357812166214,-0.03982121869921684,-0.054984550923109055,-0.051828134804964066,-0.04243111237883568
297,-0.05262176692485809,-0.05833945795893669,-0.04587540403008461,-0.03860186040401459,-0.050320371985435486,-0.046055711805820465,-0.04250212758779526,-0.04798252508044243,-0.027237949892878532
298,-0.05014842003583908,-0.04933260381221771,-0.030816074460744854,-0.02643110416829586,-0.03913118690252304,-0.05930013582110405,-0.0452471524477005,-0.05216318741440773,-0.03618045896291733
299,-0.042058371007442474,-0.04565932601690293,-0.04706497490406037,-0.048847321420907974,-0.05371023342013359,-0.041916847229003906,-0.02287553064525127,-0.0419062077999115,-0.03242528811097145
300,-0.028455743566155434,-0.04606499895453453,-0.04537268355488777,-0.04893796890974045,-0.04521775990724563,-0.034323107451200485,-0.03922561556100845,-0.03317594528198242,-0.04965800791978836
